Feature,Weight
cat__Sender_Sector_49085.0,0.7090739506208514
cat__Sender_Sector_5231.0,0.7086563080274032
cat__Sender_Sector_41714.0,0.7086231533204777
cat__Sender_Sector_21959.0,0.7083595598137915
cat__Sender_Sector_14671.0,0.7082474916249393
cat__Sender_Sector_488.0,0.7082124230880944
cat__Sender_Sector_18383.0,0.7080733571672682
cat__Sender_Sector_13834.0,0.7075250172876837
cat__Sender_Sector_17146.0,0.7070025301529644
cat__Sender_Sector_44470.0,0.7068461258705331
cat__Sender_Sector_33703.0,0.7062911569878898
cat__Sender_Sector_15128.0,0.7058255639543434
cat__Sender_Sector_18371.0,0.7055515555775962
cat__Sender_Sector_34625.0,0.7046949578930324
cat__Sender_Sector_12702.0,0.7042214665164199
cat__Sender_Sector_31046.0,0.7038061976986967
cat__Sender_Sector_35472.0,0.7036493246853988
cat__Sender_Sector_35168.0,0.7033883510089424
cat__Sender_Sector_22923.0,0.7026883825590153
cat__Sender_Sector_36718.0,0.7025288009889504
cat__Sender_Sector_45501.0,0.7018196341690257
cat__Sender_Sector_2255.0,0.7012923706897929
cat__Sender_Sector_11720.0,0.7011562231244817
cat__Sender_Sector_26483.0,0.7011204631846848
cat__Sender_Sector_48508.0,0.7010741233961685
cat__Sender_Sector_6077.0,0.701030619985525
cat__Sender_Sector_25632.0,0.7006331331058648
cat__Sender_Sector_39450.0,0.7002150336563194
cat__Sender_Sector_18326.0,0.7001827885204608
cat__Sender_Sector_5806.0,0.6999648423379701
cat__Sender_Sector_39022.0,0.6999171059307401
cat__Sender_Sector_45284.0,0.6997486891796907
cat__Sender_Sector_6044.0,0.6996650269430718
cat__Sender_Sector_19026.0,0.6995444950955091
cat__Sender_Sector_22145.0,0.699456877046442
cat__Sender_Sector_25706.0,0.6992320249316364
cat__Sender_Sector_15707.0,0.699219916002972
cat__Sender_Sector_20502.0,0.6990498183679508
cat__Sender_Sector_4070.0,0.6988853123779857
cat__Sender_Sector_6460.0,0.6988566560269355
cat__Sender_Sector_673.0,0.698697647067047
cat__Sender_Sector_21663.0,0.6986353285211674
cat__Sender_Sector_45034.0,0.6980774955927334
cat__Sender_Sector_29415.0,0.6980661943816321
cat__Sender_Sector_35754.0,0.6977464910021834
cat__Sender_Sector_5178.0,0.6976777428539698
cat__Sender_Sector_45799.0,0.6975554169335125
cat__Sender_Sector_47679.0,0.6975058501059681
cat__Sender_Sector_1233.0,0.6973188332668174
cat__Sender_Sector_35127.0,0.6972398659577808
cat__Sender_Sector_17209.0,0.697135654795821
cat__Sender_Sector_20125.0,0.6966437054411181
cat__Sender_Sector_12146.0,0.6965060390430131
cat__Sender_Sector_38039.0,0.6961707979719163
cat__Sender_Sector_6964.0,0.6959820500760134
cat__Sender_Sector_28255.0,0.6958993496637123
cat__Sender_Sector_43887.0,0.6958516319855976
cat__Sender_Sector_37687.0,0.695824435545777
cat__Sender_Sector_30658.0,0.6954905354612956
cat__Sender_Sector_21125.0,0.6953308322562024
cat__Sender_Sector_49822.0,0.6953275068547292
cat__Sender_Sector_24822.0,0.6947876009954562
cat__Sender_Sector_1956.0,0.6947641506958238
cat__Sender_Sector_30989.0,0.6947200679364215
cat__Sender_Sector_16183.0,0.694549797843518
cat__Sender_Sector_25479.0,0.6940207783885399
cat__Sender_Sector_2914.0,0.6940122864180223
cat__Sender_Sector_18954.0,0.6939324388877999
cat__Sender_Sector_21228.0,0.6938730102377384
cat__Sender_Sector_29064.0,0.6938690122860551
cat__Sender_Sector_38245.0,0.6938182967369233
cat__Sender_Sector_44696.0,0.6938152926195295
cat__Sender_Sector_49328.0,0.6937281265371402
cat__Sender_Sector_41445.0,0.6936820635414331
cat__Sender_Sector_48847.0,0.6936467697827813
cat__Sender_Sector_39564.0,0.6936438327502523
cat__Sender_Sector_47454.0,0.6936166163074604
cat__Sender_Sector_46078.0,0.693391816356884
cat__Sender_Sector_11799.0,0.6932945790775145
cat__Sender_Sector_25899.0,0.6932907933035468
cat__Sender_Sector_13201.0,0.6932291554590749
cat__Sender_Sector_45921.0,0.6931474899421679
cat__Sender_Sector_30476.0,0.6930549716635335
cat__Sender_Sector_13064.0,0.692880108269976
cat__Sender_Sector_31425.0,0.6928051471302044
cat__Sender_Sector_18320.0,0.6928027451233686
cat__Sender_Sector_11786.0,0.6927910576232624
cat__Sender_Sector_48006.0,0.6927674734242036
cat__Sender_Sector_6223.0,0.6927596081992384
cat__Sender_Sector_11418.0,0.6922090759836259
cat__Sender_Sector_21011.0,0.692157829447361
cat__Sender_Sector_31616.0,0.6918726473452452
cat__Sender_Sector_21356.0,0.6917425711489145
cat__Sender_Sector_33547.0,0.6917071320544512
cat__Sender_Sector_4976.0,0.6917025762427678
cat__Sender_Sector_15543.0,0.6915727741431841
cat__Sender_Sector_2471.0,0.6914899468855784
cat__Sender_Sector_17262.0,0.6912617338826551
cat__Sender_Sector_17162.0,0.6911306053738817
cat__Sender_Sector_25164.0,0.6910617062382302
cat__Sender_Sector_35487.0,0.6910112777202847
cat__Sender_Sector_42555.0,0.6908946970415821
cat__Sender_Sector_39092.0,0.690757921117007
cat__Sender_Sector_2988.0,0.6907358175801616
cat__Sender_Sector_20848.0,0.6906147821217247
cat__Sender_Sector_37850.0,0.6906079079924783
cat__Sender_Sector_43448.0,0.6905987696067603
cat__Sender_Sector_17556.0,0.6905726918291137
cat__Sender_Sector_8837.0,0.6905206106525816
cat__Sender_Sector_23595.0,0.6903991664413345
cat__Sender_Sector_19592.0,0.690347611937245
cat__Sender_Sector_4967.0,0.6903350930825771
cat__Sender_Sector_31909.0,0.6901325269566425
cat__Sender_Sector_27655.0,0.6901054935836368
cat__Sender_Sector_16850.0,0.6901003751287962
cat__Sender_Sector_33407.0,0.6900668888274455
cat__Sender_Sector_43975.0,0.6897207353975703
cat__Sender_Sector_25201.0,0.6897090449100436
cat__Sender_Sector_40557.0,0.689630013331191
cat__Sender_Sector_25963.0,0.6896043292191738
cat__Sender_Sector_34360.0,0.6892559442616035
cat__Sender_Sector_9455.0,0.6891913943017762
cat__Sender_Sector_37137.0,0.6889798861697642
cat__Sender_Sector_41588.0,0.6888616219223727
cat__Sender_Sector_23457.0,0.6888135520040143
cat__Sender_Sector_18914.0,0.688802168604609
cat__Sender_Sector_35951.0,0.6887571852164445
cat__Sender_Sector_21282.0,0.6886753081045351
cat__Sender_Sector_21361.0,0.6883692414000209
cat__Sender_Sector_32981.0,0.6883370490268956
cat__Sender_Sector_27594.0,0.687755090931421
cat__Sender_Sector_1970.0,0.6876405857296319
cat__Sender_Sector_47634.0,0.6875355339255684
cat__Sender_Sector_41989.0,0.6875076822024575
cat__Sender_Sector_29510.0,0.6875067905201357
cat__Sender_Sector_16948.0,0.6874586725600542
cat__Sender_Sector_27195.0,0.6873632908551635
cat__Sender_Sector_30472.0,0.6872608286816659
cat__Sender_Sector_9767.0,0.687248914995065
cat__Sender_Sector_16937.0,0.6872324934742053
cat__Sender_Sector_10362.0,0.687177790251936
cat__Sender_Sector_42717.0,0.6871539330716198
cat__Sender_Sector_28148.0,0.687027713394142
cat__Sender_Sector_16285.0,0.6869771978332087
cat__Sender_Sector_31166.0,0.686798316372546
cat__Sender_Sector_8409.0,0.6867875357915296
cat__Sender_Sector_19077.0,0.6867394357203433
cat__Sender_Sector_16942.0,0.6866684249562366
cat__Sender_Sector_33233.0,0.6866552842955471
cat__Sender_Sector_16628.0,0.6864287241405306
cat__Sender_Sector_22230.0,0.686395010783756
cat__Sender_Sector_21931.0,0.686390547054182
cat__Sender_Sector_16450.0,0.6863262438404899
cat__Sender_Sector_7183.0,0.686292395088189
cat__Sender_Sector_44006.0,0.6862814116748623
cat__Sender_Sector_21419.0,0.6862111259952128
cat__Sender_Sector_31136.0,0.6861591147549935
cat__Sender_Sector_2321.0,0.6861321757016694
cat__Sender_Sector_20148.0,0.6861316481576654
cat__Sender_Sector_28356.0,0.6860716367217699
cat__Sender_Sector_39461.0,0.6859562728216192
cat__Sender_Sector_28492.0,0.6859232127523348
cat__Sender_Sector_49357.0,0.6859163787075451
cat__Sender_Sector_13164.0,0.6858825265947004
cat__Sender_Sector_1284.0,0.6857942812803803
cat__Sender_Sector_47288.0,0.6857927475891374
cat__Sender_Sector_27014.0,0.6856147169854125
cat__Sender_Sector_26660.0,0.6854486475196793
cat__Sender_Sector_27081.0,0.6854299787663598
cat__Sender_Sector_37665.0,0.6854216535459785
cat__Sender_Sector_753.0,0.6853773238431176
cat__Sender_Sector_34548.0,0.6853314114433122
cat__Sender_Sector_30088.0,0.6853274938954561
cat__Sender_Sector_34683.0,0.6852649514774514
cat__Sender_Sector_29228.0,0.6852400047632003
cat__Sender_Sector_14476.0,0.6852028224520201
cat__Sender_Sector_26749.0,0.6851628557361251
cat__Sender_Sector_27912.0,0.6851208688168269
cat__Sender_Sector_2111.0,0.6851083778921804
cat__Sender_Sector_38237.0,0.6850857273124167
cat__Sender_Sector_12714.0,0.6850572303606777
cat__Sender_Sector_42092.0,0.6850208376662056
cat__Sender_Sector_47953.0,0.6849625951893552
cat__Sender_Sector_47287.0,0.6849488773281541
cat__Sender_Sector_41970.0,0.6849383023744837
cat__Sender_Sector_12757.0,0.6849337899232579
cat__Sender_Sector_28697.0,0.6846482226669101
cat__Sender_Sector_12168.0,0.6846380794307139
cat__Sender_Sector_45350.0,0.6843763694563183
cat__Sender_Sector_28186.0,0.6841297384441503
cat__Sender_Sector_11027.0,0.6840027292593468
cat__Sender_Sector_11406.0,0.6839803200261454
cat__Sender_Sector_28785.0,0.6838776077466883
cat__Sender_Sector_18015.0,0.6837817836815203
cat__Sender_Sector_42530.0,0.6833904691464652
cat__Sender_Sector_38677.0,0.6833071148115338
cat__Sender_Sector_19540.0,0.6832184730591022
cat__Sender_Sector_20318.0,0.6831451745314447
cat__Sender_Sector_12313.0,0.6831003671608186
cat__Sender_Sector_19454.0,0.6830330061303045
cat__Sender_Sector_1620.0,0.6829580764723572
cat__Sender_Sector_2323.0,0.6825788829395902
cat__Sender_Sector_47002.0,0.6825128489233088
cat__Sender_Sector_45960.0,0.6822451680420948
cat__Sender_Sector_32257.0,0.6821207613156801
cat__Sender_Sector_14675.0,0.6818368042156093
cat__Sender_Sector_8105.0,0.6818046934062802
cat__Sender_Sector_40048.0,0.6817778304735779
cat__Sender_Sector_7692.0,0.6817173927274134
cat__Sender_Sector_4677.0,0.681579387773271
cat__Sender_Sector_43268.0,0.6813471616468166
cat__Sender_Sector_46859.0,0.6812267465793407
cat__Sender_Sector_26633.0,0.681176785823415
cat__Sender_Sector_24280.0,0.6810596473600636
cat__Sender_Sector_30408.0,0.681035197764854
cat__Sender_Sector_43716.0,0.6810073758616741
cat__Sender_Sector_39969.0,0.6809784537917613
cat__Sender_Sector_43926.0,0.6809558584739817
cat__Sender_Sector_25856.0,0.6809247340099465
cat__Sender_Sector_24300.0,0.6808579982663363
cat__Sender_Sector_13561.0,0.6806991364967308
cat__Sender_Sector_46806.0,0.6805533827793249
cat__Sender_Sector_15162.0,0.6805150593082121
cat__Sender_Sector_19225.0,0.6804066857392976
cat__Sender_Sector_7869.0,0.6803276231451008
cat__Sender_Sector_28469.0,0.680241883970268
cat__Sender_Sector_7131.0,0.6800260444223849
cat__Sender_Sector_23858.0,0.6799726220396751
cat__Sender_Sector_2106.0,0.6799705772646536
cat__Sender_Sector_14332.0,0.6798723660297796
cat__Sender_Sector_12164.0,0.6797241807750278
cat__Sender_Sector_12113.0,0.679550003357579
cat__Sender_Sector_13412.0,0.6795152975170304
cat__Sender_Sector_5408.0,0.6794272395429186
cat__Sender_Sector_10959.0,0.6793635471513776
cat__Sender_Sector_17770.0,0.6793271179431795
cat__Sender_Sector_27420.0,0.6793123135859659
cat__Sender_Sector_42318.0,0.6791426317408247
cat__Sender_Sector_34349.0,0.6791077564387243
cat__Sender_Sector_48040.0,0.6789701890101736
cat__Sender_Sector_34838.0,0.6789666154760953
cat__Sender_Sector_14303.0,0.678941834961332
cat__Sender_Sector_34724.0,0.678939164699342
cat__Sender_Sector_32133.0,0.67893543251845
cat__Sender_Sector_28825.0,0.6789009620170523
cat__Sender_Sector_9515.0,0.6788376777056634
cat__Sender_Sector_5434.0,0.67882780934708
cat__Sender_Sector_20805.0,0.6787334173712768
cat__Sender_Sector_4195.0,0.6785240030492385
cat__Sender_Sector_28943.0,0.6784939047189551
cat__Sender_Sector_41055.0,0.6784506209797112
cat__Sender_Sector_28312.0,0.6783765683506675
cat__Sender_Sector_13507.0,0.678107833047458
cat__Sender_Sector_25122.0,0.6780957164803045
cat__Sender_Sector_44032.0,0.6780858374157062
cat__Sender_Sector_43816.0,0.6780664617516767
cat__Sender_Sector_7311.0,0.6780310061446534
cat__Sender_Sector_32225.0,0.678021762461936
cat__Sender_Sector_48257.0,0.6779428342188368
cat__Sender_Sector_27672.0,0.6776886596996164
cat__Sender_Sector_15824.0,0.6776128363896514
cat__Sender_Sector_7016.0,0.6776061723467733
cat__Sender_Sector_13926.0,0.6775566655200704
cat__Sender_Sector_27015.0,0.6775245066998992
cat__Sender_Sector_24458.0,0.6774998212249417
cat__Sender_Sector_6433.0,0.6774719608269303
cat__Sender_Sector_43824.0,0.6774347805942997
cat__Sender_Sector_24329.0,0.6773465026264933
cat__Sender_Sector_35913.0,0.6772891521881217
cat__Sender_Sector_46861.0,0.6772787565978657
cat__Sender_Sector_20830.0,0.6772183294020457
cat__Sender_Sector_4771.0,0.6771407561169966
cat__Sender_Sector_6805.0,0.6770793653532033
cat__Sender_Sector_23145.0,0.6770262897135033
cat__Sender_Sector_40492.0,0.6769918921424493
cat__Sender_Sector_9833.0,0.6768925660045941
cat__Sender_Sector_41039.0,0.6767752189922444
cat__Sender_Sector_22222.0,0.6767648098331738
cat__Sender_Sector_48572.0,0.676670338898609
cat__Sender_Sector_7325.0,0.6765553631360015
cat__Sender_Sector_29750.0,0.6764558642159535
cat__Sender_Sector_48674.0,0.676452743684403
cat__Sender_Sector_41600.0,0.6764096224121187
cat__Sender_Sector_41061.0,0.6764052735940189
cat__Sender_Sector_4522.0,0.6763856190835422
cat__Sender_Sector_41459.0,0.6763724066316158
cat__Sender_Sector_8685.0,0.6763205847161605
cat__Sender_Sector_40685.0,0.6761830706441658
cat__Sender_Sector_49992.0,0.6761384884380179
cat__Sender_Sector_39076.0,0.6760364662956408
cat__Sender_Sector_28996.0,0.6760157903109485
cat__Sender_Sector_46293.0,0.6759404864470505
cat__Sender_Sector_46120.0,0.6759053588325856
cat__Sender_Sector_9621.0,0.6758943132447156
cat__Sender_Sector_42506.0,0.6757600877782195
cat__Sender_Sector_29099.0,0.6757407301873324
cat__Sender_Sector_15024.0,0.6757075198701539
cat__Sender_Sector_8626.0,0.6755440941578749
cat__Sender_Sector_45476.0,0.6755306316950338
cat__Sender_Sector_12597.0,0.6754824805471357
cat__Sender_Sector_27372.0,0.675397558526341
cat__Sender_Sector_10995.0,0.6753388874363957
cat__Sender_Sector_40982.0,0.6752710520229628
cat__Sender_Sector_37155.0,0.6752003652374119
cat__Sender_Sector_26082.0,0.6751717379302314
cat__Sender_Sector_33953.0,0.6751313376495212
cat__Sender_Sector_34427.0,0.6751143185686866
cat__Sender_Sector_36368.0,0.6750712819765683
cat__Sender_Sector_8850.0,0.6750306455622648
cat__Sender_Sector_42577.0,0.6749019128569136
cat__Sender_Sector_9931.0,0.674818662564275
cat__Sender_Sector_47506.0,0.6746837259755145
cat__Sender_Sector_37547.0,0.6746392725948085
cat__Sender_Sector_2373.0,0.6745784701323206
cat__Sender_Sector_46093.0,0.6744816903027173
cat__Sender_Sector_45037.0,0.6744319528693798
cat__Sender_Sector_42622.0,0.6743513560394501
cat__Sender_Sector_9164.0,0.6742590102147985
cat__Sender_Sector_11856.0,0.6741835927318965
cat__Sender_Sector_24169.0,0.6740933879954217
cat__Sender_Sector_20962.0,0.6740872018950702
cat__Sender_Sector_31337.0,0.6740488949740184
cat__Sender_Sector_4970.0,0.674039487381602
cat__Sender_Sector_39405.0,0.6739802359068238
cat__Sender_Sector_49088.0,0.6739735157956502
cat__Sender_Sector_23747.0,0.6739300330966838
cat__Sender_Sector_1296.0,0.6738903511979624
cat__Sender_Sector_10168.0,0.6738310823044431
cat__Sender_Sector_17223.0,0.673736448365919
cat__Sender_Sector_35365.0,0.6737072491846172
cat__Sender_Sector_10742.0,0.6736362747121581
cat__Sender_Sector_39648.0,0.6736077611308566
cat__Sender_Sector_4718.0,0.6735765571961783
cat__Sender_Sector_46748.0,0.6735550136725268
cat__Sender_Sector_4952.0,0.673506235354812
cat__Sender_Sector_48890.0,0.6734876006561176
cat__Sender_Sector_12411.0,0.6734721584964916
cat__Sender_Sector_13749.0,0.6734536454599236
cat__Sender_Sector_3192.0,0.6733815040667064
cat__Sender_Sector_31410.0,0.6733794050317177
cat__Sender_Sector_3975.0,0.6732671396956086
cat__Sender_Sector_28897.0,0.6731990788335975
cat__Sender_Sector_41717.0,0.6731945032099004
cat__Sender_Sector_29057.0,0.673150641867682
cat__Sender_Sector_41568.0,0.6728990021960342
cat__Sender_Sector_23825.0,0.6728512889005283
cat__Sender_Sector_14542.0,0.6728466866561237
cat__Sender_Sector_23705.0,0.6727774270626705
cat__Sender_Sector_1298.0,0.6727469628986041
cat__Sender_Sector_5501.0,0.6727368224024137
cat__Sender_Sector_2480.0,0.6727242651106565
cat__Sender_Sector_36559.0,0.6727060950076802
cat__Sender_Sector_12128.0,0.6726899988282986
cat__Sender_Sector_42938.0,0.6726780092998779
cat__Sender_Sector_8460.0,0.6726626489463599
cat__Sender_Sector_10812.0,0.6726528633630153
cat__Sender_Sector_20482.0,0.6725682136067365
cat__Sender_Sector_49779.0,0.6725459193491569
cat__Sender_Sector_31050.0,0.6724596595327734
cat__Sender_Sector_38179.0,0.6723140898846249
cat__Sender_Sector_2417.0,0.6723016295100135
cat__Sender_Sector_33980.0,0.6722904013313697
cat__Sender_Sector_1940.0,0.6722528513762012
cat__Sender_Sector_28965.0,0.6722035232775989
cat__Sender_Sector_4854.0,0.6721727674248045
cat__Sender_Sector_18390.0,0.6721665544516702
cat__Sender_Sector_10400.0,0.6721191949607728
cat__Sender_Sector_35560.0,0.6720835289878786
cat__Sender_Sector_26581.0,0.6720503825877439
cat__Sender_Sector_16778.0,0.6720475670549689
cat__Sender_Sector_37663.0,0.6720159114424474
cat__Sender_Sector_2778.0,0.6719987460825545
cat__Sender_Sector_41823.0,0.6719804711773352
cat__Sender_Sector_31600.0,0.6718367757820733
cat__Sender_Sector_25354.0,0.6718165446728612
cat__Sender_Sector_26166.0,0.6717381657668455
cat__Sender_Sector_48276.0,0.6717205211657877
cat__Sender_Sector_34909.0,0.6717047559406344
cat__Sender_Sector_28233.0,0.6716854243670449
cat__Sender_Sector_40549.0,0.6716000930835363
cat__Sender_Sector_11815.0,0.6715965855452604
cat__Sender_Sector_7753.0,0.6715629282172834
cat__Sender_Sector_47311.0,0.6715439938711631
cat__Sender_Sector_17918.0,0.6715389224853067
cat__Sender_Sector_25508.0,0.6714824711144618
cat__Sender_Sector_32209.0,0.6714755462497269
cat__Sender_Sector_47772.0,0.6714305740123001
cat__Sender_Sector_31467.0,0.6713473090635818
cat__Sender_Sector_40320.0,0.6713147844018146
cat__Sender_Sector_43515.0,0.6713094505126538
cat__Sender_Sector_29069.0,0.6712773520806542
cat__Sender_Sector_30002.0,0.6711877729759608
cat__Sender_Sector_10414.0,0.6711351052525374
cat__Sender_Sector_20573.0,0.6711041936003898
cat__Sender_Sector_21926.0,0.6710795954642715
cat__Sender_Sector_14265.0,0.6710216136071461
cat__Sender_Sector_6536.0,0.6710080984411408
cat__Sender_Sector_5093.0,0.670970039231251
cat__Sender_Sector_48512.0,0.6709639258443363
cat__Sender_Sector_8533.0,0.6709152810523437
cat__Sender_Sector_13880.0,0.6707814732395522
cat__Sender_Sector_30646.0,0.6707319594339906
cat__Sender_Sector_24820.0,0.6707236878517455
cat__Sender_Sector_13437.0,0.6706387793549081
cat__Sender_Sector_47088.0,0.6705516022209833
cat__Sender_Sector_44514.0,0.6705336220000047
cat__Sender_Sector_2698.0,0.6705266822975291
cat__Sender_Sector_25885.0,0.6705157150240406
cat__Sender_Sector_46357.0,0.6704804340406952
cat__Sender_Sector_40282.0,0.6704558696308528
cat__Sender_Sector_8780.0,0.6704513360797946
cat__Sender_Sector_41849.0,0.6703966278608784
cat__Sender_Sector_43298.0,0.6703268750827192
cat__Sender_Sector_17519.0,0.6703117342413498
cat__Sender_Sector_14318.0,0.6703029462109424
cat__Sender_Sector_40601.0,0.6702171079465449
cat__Sender_Sector_21501.0,0.670192042105743
cat__Sender_Sector_41910.0,0.6701528413986768
cat__Sender_Sector_18612.0,0.6701284147262943
cat__Sender_Sector_29927.0,0.670076909125273
cat__Sender_Sector_13044.0,0.6700550702022217
cat__Sender_Sector_43904.0,0.6700477329759916
cat__Sender_Sector_47502.0,0.670006016709167
cat__Sender_Sector_29692.0,0.6699765108047108
cat__Sender_Sector_35164.0,0.6699270651278929
cat__Sender_Sector_36712.0,0.6698983532219476
cat__Sender_Sector_31739.0,0.6698401344499154
cat__Sender_Sector_25232.0,0.6698273197801987
cat__Sender_Sector_17751.0,0.6698269057806454
cat__Sender_Sector_45070.0,0.6697678313699521
cat__Sender_Sector_28907.0,0.6696527147615593
cat__Sender_Sector_25849.0,0.6696350238244266
cat__Sender_Sector_16389.0,0.6695903796768257
cat__Sender_Sector_24291.0,0.6695734719729264
cat__Sender_Sector_4639.0,0.669505223308377
cat__Sender_Sector_38990.0,0.6694722464543691
cat__Sender_Sector_23876.0,0.6694093790735528
cat__Sender_Sector_29640.0,0.6694014822266252
cat__Sender_Sector_25476.0,0.6693465756787119
cat__Sender_Sector_1303.0,0.6693204456069043
cat__Sender_Sector_12075.0,0.669303940049117
cat__Sender_Sector_34663.0,0.669128670773715
cat__Sender_Sector_46122.0,0.6690904075951529
cat__Sender_Sector_46148.0,0.6690871055121003
cat__Sender_Sector_24254.0,0.6690827213962965
cat__Sender_Sector_11358.0,0.6690513999688127
cat__Sender_Sector_25974.0,0.6689266389427161
cat__Sender_Sector_11572.0,0.6689146864739018
cat__Sender_Sector_48198.0,0.6688900084735939
cat__Sender_Sector_41087.0,0.6688253874955058
cat__Sender_Sector_45905.0,0.668820765178414
cat__Sender_Sector_8085.0,0.6687949819084331
cat__Sender_Sector_29733.0,0.6687472551500976
cat__Sender_Sector_14090.0,0.6687256459054836
cat__Sender_Sector_14364.0,0.6687059691033477
cat__Sender_Sector_33271.0,0.6686616757863144
